,empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.last_updated,extra.renting,extra.returning,extra.uid,extra.bike_uids,extra.number,extra.slots,Dist from Coit
243,8.0,10.0,citi-bike-nyc,40.760339,-73.9222427,35 St & Broadway,2021-02-26T20:50:19.702000Z,,1614371887.0,1.0,1.0,3595,,,,51.44121030000001
244,64.0,2.0,citi-bike-nyc,40.76227205,-73.98788205,W 49 St & 8 Ave,2021-02-26T20:50:20.473000Z,,1614372570.0,1.0,1.0,450,,,,51.37750400000001
245,45.0,18.0,citi-bike-nyc,40.74475148,-73.99915362,W 22 St & 8 Ave,2021-02-26T20:50:20.475000Z,,1614372207.0,1.0,1.0,453,,,,51.34871186
246,0.0,0.0,citi-bike-nyc,40.75455731,-73.96592976,E 51 St & 1 Ave,2021-02-26T20:50:20.476000Z,,1614372605.0,1.0,1.0,454,,,,51.39174155000001
247,32.0,3.0,citi-bike-nyc,40.7381765,-73.97738662,E 25 St & 1 Ave,2021-02-26T20:50:18.176000Z,,1614372471.0,1.0,1.0,174,,,,51.36390388
248,48.0,21.0,citi-bike-nyc,40.76068327096592,-73.9845272898674,Broadway & W 49 St,2021-02-26T20:50:18.177000Z,,1614372491.0,1.0,1.0,173,,,,51.379269981098524
249,25.0,4.0,citi-bike-nyc,40.763604677958625,-73.98917958140373,W 50 St & 9 Ave,2021-02-26T20:50:18.178000Z,,1614372423.0,1.0,1.0,3699,,,,51.3775390965549
250,28.0,7.0,citi-bike-nyc,40.71334184275907,-74.00935515761375,Park Pl & Church St,2021-02-26T20:50:18.179000Z,,1614369290.0,1.0,1.0,3690,,,,51.30710068514532
251,5.0,22.0,citi-bike-nyc,40.72248188638219,-73.95921930670738,N 11 St & Kent Ave,2021-02-26T20:50:18.182000Z,,1614371165.0,1.0,1.0,3693,,,,51.366376579674814
252,5.0,13.0,citi-bike-nyc,40.71113,-74.0789,Jackson Square,2021-02-26T20:50:18.183000Z,,1614338777.0,1.0,1.0,3694,,,,51.235344
253,33.0,9.0,citi-bike-nyc,40.77515953434235,-73.98918695747852,W 64 St & Thelonious Monk Circle,2021-02-26T20:50:18.184000Z,,1614372466.0,1.0,1.0,3697,,,,51.38908657686383
254,13.0,6.0,citi-bike-nyc,40.7160751,-73.952029,Union Ave & Jackson St,2021-02-26T20:50:20.483000Z,,1614369225.0,1.0,1.0,3088,,,,51.36716010000001
255,13.0,11.0,citi-bike-nyc,40.71469,-73.95739,Roebling St & N 4 St,2021-02-26T20:50:20.485000Z,,1614371208.0,1.0,1.0,3085,,,,51.360414
256,26.0,4.0,citi-bike-nyc,40.71413311,-73.95234386,Metropolitan Ave & Meeker Ave,2021-02-26T20:50:20.486000Z,,1614370373.0,1.0,1.0,3087,,,,51.364903250000005
257,18.0,11.0,citi-bike-nyc,40.711863,-73.944024,Graham Ave & Grand St,2021-02-26T20:50:20.489000Z,,1614372521.0,1.0,1.0,3081,,,,51.37095300000001
258,18.0,1.0,citi-bike-nyc,40.70934,-73.95608,S 4 St & Rodney St,2021-02-26T20:50:20.490000Z,,1614371707.0,1.0,1.0,3080,,,,51.356374
259,20.0,12.0,citi-bike-nyc,40.71247661,-73.94100005,Bushwick Ave & Powers St,2021-02-26T20:50:20.491000Z,,1614371576.0,1.0,1.0,3083,,,,51.37459056000001
260,10.0,15.0,citi-bike-nyc,40.71167351,-73.95141312,Hope St & Union Ave,2021-02-26T20:50:20.492000Z,,1614372313.0,1.0,1.0,3082,,,,51.363374390000004
261,16.0,2.0,citi-bike-nyc,40.7443187,-74.0439909,Riverview Park,2021-02-26T20:50:20.723000Z,,1614368878.0,1.0,1.0,3196,,,,51.30344180000001
262,28.0,4.0,citi-bike-nyc,40.8120562,-73.9612547,Broadway & W 122 St,2021-02-26T20:50:20.027000Z,,1614365053.0,1.0,1.0,3545,,,,51.45391550000001
263,16.0,11.0,citi-bike-nyc,40.7747878,-73.9125551,31 St & 23 Ave,2021-02-26T20:50:18.185000Z,,1614372552.0,1.0,1.0,3526,,,,51.4653467
264,18.0,5.0,citi-bike-nyc,40.80698,-73.941747,5 Ave & E 126 St,2021-02-26T20:50:18.186000Z,,1614372549.0,1.0,1.0,3527,,,,51.468347
265,14.0,9.0,citi-bike-nyc,40.7774552,-73.9225403,19 St & 24 Ave,2021-02-26T20:50:18.187000Z,,1614370991.0,1.0,1.0,3524,,,,51.45802890000001
266,14.0,7.0,citi-bike-nyc,40.776165,-73.9153175,23 Ave & 27 St,2021-02-26T20:50:18.188000Z,,1614369941.0,1.0,1.0,3525,,,,51.4639615
267,14.0,5.0,citi-bike-nyc,40.7701477,-73.9120938,37 St & 24 Ave,2021-02-26T20:50:18.189000Z,,1614370937.0,1.0,1.0,3522,,,,51.461167900000014
268,35.0,10.0,citi-bike-nyc,40.7729,-73.916142,24 Ave & 29 St,2021-02-26T20:50:18.190000Z,,1614371170.0,1.0,1.0,3523,,,,51.45987200000001
269,30.0,1.0,citi-bike-nyc,40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave,2021-02-26T20:50:19.710000Z,,1614371597.0,1.0,1.0,3289,,,,51.420404295999035
270,37.0,6.0,citi-bike-nyc,40.7882213,-73.97041561,W 89 St & Columbus Ave,2021-02-26T20:50:19.722000Z,,1614372081.0,1.0,1.0,3283,,,,51.42091969
271,24.0,12.0,citi-bike-nyc,40.78307,-73.95939,5 Ave & E 88 St,2021-02-26T20:50:19.723000Z,,1614372115.0,1.0,1.0,3282,,,,51.42679400000001
272,9.0,5.0,citi-bike-nyc,40.74590996631558,-74.0572714805603,Leonard Gordon Park,2021-02-26T20:50:19.728000Z,,1614325688.0,1.0,1.0,3281,,,,51.29175248575528
273,9.0,5.0,citi-bike-nyc,40.71928220070702,-74.07126188278198,Astor Place,2021-02-26T20:50:19.729000Z,,1614366321.0,1.0,1.0,3280,,,,51.25113431792504
274,46.0,8.0,citi-bike-nyc,40.77140426,-73.9535166,1 Ave & E 78 St,2021-02-26T20:50:20.274000Z,,1614372240.0,1.0,1.0,3140,,,,51.42100166
275,33.0,1.0,citi-bike-nyc,40.81028506306003,-73.95736455917358,Morningside Dr & Amsterdam Ave,2021-02-26T20:50:20.046000Z,,1614368069.0,1.0,1.0,3543,,,,51.45603450388645
276,38.0,8.0,citi-bike-nyc,40.692418292578466,-73.98949474096298,Fulton St & Adams St,2021-02-26T20:50:19.730000Z,,1614372315.0,1.0,1.0,3440,,,,51.30603755161549
277,2.0,35.0,citi-bike-nyc,40.76132983124814,-73.97982001304626,W 52 St & 6 Ave,2021-02-26T20:50:19.731000Z,,1614372189.0,1.0,1.0,3443,,,,51.38462381820188
278,12.0,2.0,citi-bike-nyc,40.722103786686034,-74.07145500183105,Bergen Ave,2021-02-26T20:50:19.381000Z,,1614324483.0,1.0,1.0,3679,,,,51.253762784854985
279,59.0,6.0,citi-bike-nyc,40.75929124,-73.98859651,W 45 St & 8 Ave,2021-02-26T20:50:19.736000Z,,1614372134.0,1.0,1.0,2021,,,,51.373808730000015
280,24.0,7.0,citi-bike-nyc,40.759107,-73.959223,E 60 St & York Ave,2021-02-26T20:50:19.738000Z,,1614371517.0,1.0,1.0,2022,,,,51.40299800000001
281,43.0,2.0,citi-bike-nyc,40.77862688,-73.95772073,E 84 St & Park Ave,2021-02-26T20:50:20.279000Z,,1614372377.0,1.0,1.0,3145,,,,51.42402015
282,41.0,5.0,citi-bike-nyc,40.77573034,-73.9567526,E 81 St & 3 Ave,2021-02-26T20:50:20.280000Z,,1614372460.0,1.0,1.0,3146,,,,51.422091740000006
283,16.0,2.0,citi-bike-nyc,40.734961020009514,-74.0595030784607,5 Corners Library,2021-02-26T20:50:18.341000Z,,1614324482.0,1.0,1.0,3220,,,,51.278571941548826
284,7.0,14.0,citi-bike-nyc,40.67759206937376,-73.955637216568,Dean St & Franklin Ave,2021-02-26T20:50:19.382000Z,,1614372370.0,1.0,1.0,3673,,,,51.32506885280577
285,17.0,1.0,citi-bike-nyc,40.7246050998869,-74.07840594649315,Lincoln Park,2021-02-26T20:50:20.726000Z,,1614367691.0,1.0,1.0,3193,,,,51.24931315339376
286,19.0,26.0,citi-bike-nyc,40.68962188790333,-73.98304268717766,Bond St & Fulton St,2021-02-26T20:50:18.196000Z,,1614371915.0,1.0,1.0,3232,,,,51.309693200725675
287,18.0,23.0,citi-bike-nyc,40.75724567911726,-73.97805914282799,E 48 St & 5 Ave,2021-02-26T20:50:18.197000Z,,1614372555.0,1.0,1.0,3233,,,,51.38230053628928
288,36.0,2.0,citi-bike-nyc,40.76780080148132,-73.96592080593109,E 67 St & Park Ave,2021-02-26T20:50:18.198000Z,,1614369914.0,1.0,1.0,3231,,,,51.404993995550235
289,29.0,2.0,citi-bike-nyc,40.75898481399634,-73.99379968643188,W 42 St & Dyer Ave,2021-02-26T20:50:18.199000Z,,1614371542.0,1.0,1.0,3236,,,,51.36829912756446
290,26.0,8.0,citi-bike-nyc,40.752165280621966,-73.97992193698882,E 41 St & Madison Ave,2021-02-26T20:50:18.201000Z,,1614372438.0,1.0,1.0,3235,,,,51.375357343633155
291,26.0,12.0,citi-bike-nyc,40.69236178,-73.98631746,Lawrence St & Willoughby St,2021-02-26T20:50:20.516000Z,,1614372381.0,1.0,1.0,323,,,,51.30915832000001
292,49.0,4.0,citi-bike-nyc,40.717571,-74.005549,Leonard St & Church St,2021-02-26T20:50:20.517000Z,,1614372591.0,1.0,1.0,320,,,,51.315136
293,19.0,19.0,citi-bike-nyc,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,2021-02-26T20:50:20.518000Z,,1614372500.0,1.0,1.0,321,,,,51.31331382000001
294,13.0,25.0,citi-bike-nyc,40.7153379,-74.01658354,Vesey Pl & River Terrace,2021-02-26T20:50:20.520000Z,,1614372281.0,1.0,1.0,327,,,,51.30186836000001
295,11.0,61.0,citi-bike-nyc,40.689888,-73.981013,DeKalb Ave & Hudson Ave,2021-02-26T20:50:18.358000Z,,1614372310.0,1.0,1.0,324,,,,51.311989000000004
296,32.0,3.0,citi-bike-nyc,40.73624527,-73.98473765,E 19 St & 3 Ave,2021-02-26T20:50:20.522000Z,,1614372483.0,1.0,1.0,325,,,,51.35462162
297,29.0,5.0,citi-bike-nyc,40.72405549,-74.00965965,Watts St & Greenwich St,2021-02-26T20:50:20.524000Z,,1614372230.0,1.0,1.0,328,,,,51.31750984
298,21.0,9.0,citi-bike-nyc,40.8025566,-73.9490782,Lenox Ave & W 117 St,2021-02-26T20:50:20.526000Z,,1614371426.0,1.0,1.0,3628,,,,51.456592400000005
299,19.0,9.0,citi-bike-nyc,40.7519071,-73.9479119,11 St & 43 Ave,2021-02-26T20:50:20.529000Z,,1614368534.0,1.0,1.0,3620,,,,51.40710920000001
300,26.0,13.0,citi-bike-nyc,40.8109494,-73.9634,W 120 St & Claremont Ave,2021-02-26T20:50:20.530000Z,,1614370408.0,1.0,1.0,3623,,,,51.45066340000001
301,22.0,1.0,citi-bike-nyc,40.80756,-73.939182,E 128 St & Madison Ave,2021-02-26T20:50:20.531000Z,,1614372604.0,1.0,1.0,3622,,,,51.471492000000005
302,9.0,15.0,citi-bike-nyc,40.76800889305947,-73.96845281124115,E 66 St & Madison Ave,2021-02-26T20:50:18.202000Z,,1614372339.0,1.0,1.0,3355,,,,51.40267008181833
303,12.0,19.0,citi-bike-nyc,40.668132,-73.97363831,3 St & Prospect Park West,2021-02-26T20:50:18.204000Z,,1614372153.0,1.0,1.0,3354,,,,51.29760769000001
304,25.0,10.0,citi-bike-nyc,40.8008363,-73.9664492472,W 106 St & Amsterdam Ave,2021-02-26T20:50:18.205000Z,,1614371979.0,1.0,1.0,3357,,,,51.4375010528
305,18.0,3.0,citi-bike-nyc,40.7746671,-73.98470567,Amsterdam Ave & W 66 St,2021-02-26T20:50:18.207000Z,,1614371062.0,1.0,1.0,3356,,,,51.39307543000001
306,14.0,10.0,citi-bike-nyc,40.7869946,-73.94164802,E 102 St & 1 Ave,2021-02-26T20:50:18.208000Z,,1614371499.0,1.0,1.0,3351,,,,51.44846058
307,17.0,7.0,citi-bike-nyc,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,2021-02-26T20:50:19.749000Z,,1614368702.0,1.0,1.0,3058,,,,51.35843046000001
308,17.0,1.0,citi-bike-nyc,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,2021-02-26T20:50:19.751000Z,,1614369489.0,1.0,1.0,3059,,,,51.35663520000001
309,13.0,10.0,citi-bike-nyc,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,2021-02-26T20:50:19.752000Z,,1614371250.0,1.0,1.0,3056,,,,51.34250484
310,4.0,13.0,citi-bike-nyc,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,2021-02-26T20:50:19.753000Z,,1614372591.0,1.0,1.0,3057,,,,51.34915498
311,15.0,4.0,citi-bike-nyc,40.6894932,-73.942061,Greene Ave & Throop Ave,2021-02-26T20:50:19.755000Z,,1614371885.0,1.0,1.0,3054,,,,51.35054620000001
312,15.0,7.0,citi-bike-nyc,40.6883337,-73.950916,Greene Ave & Nostrand Ave,2021-02-26T20:50:19.756000Z,,1614370784.0,1.0,1.0,3055,,,,51.3405317
313,10.0,12.0,citi-bike-nyc,40.686312,-73.935775,Lewis Ave & Madison St,2021-02-26T20:50:19.757000Z,,1614371445.0,1.0,1.0,3052,,,,51.353651
314,17.0,6.0,citi-bike-nyc,40.6900815,-73.947915,Marcy Ave & Lafayette Ave,2021-02-26T20:50:19.760000Z,,1614372440.0,1.0,1.0,3053,,,,51.34528050000001
315,13.0,8.0,citi-bike-nyc,40.6851532,-73.94111,Putnam Ave & Throop Ave,2021-02-26T20:50:19.762000Z,,1614369692.0,1.0,1.0,3050,,,,51.34715720000001
316,8.0,15.0,citi-bike-nyc,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,2021-02-26T20:50:20.684000Z,,1614372028.0,1.0,1.0,3179,,,,51.360389
317,76.0,2.0,citi-bike-nyc,40.78414472,-73.98362492,Riverside Dr & W 78 St,2021-02-26T20:50:20.686000Z,,1614372003.0,1.0,1.0,3178,,,,51.40363380000001
318,18.0,11.0,citi-bike-nyc,40.71816969454208,-73.95520135760307,Driggs Ave & N 9 St,2021-02-26T20:50:20.532000Z,,1614371523.0,1.0,1.0,3715,,,,51.36608233693901
319,60.0,1.0,citi-bike-nyc,40.70684203101325,-73.9544353965357,Division Ave & Hooper St,2021-02-26T20:50:20.533000Z,,1614368784.0,1.0,1.0,3714,,,,51.35552063447756
320,14.0,9.0,citi-bike-nyc,40.753599202005596,-73.93795609474182,40 Ave & Crescent St,2021-02-26T20:50:20.535000Z,,1614372151.0,1.0,1.0,3716,,,,51.41875710726378
321,32.0,13.0,citi-bike-nyc,40.72966729392978,-73.98067966103554,E 13 St & Avenue A,2021-02-26T20:50:20.536000Z,,1614372590.0,1.0,1.0,3711,,,,51.35210163289425
322,1.0,17.0,citi-bike-nyc,40.72743423,-73.99379025,Great Jones St,2021-02-26T20:50:18.401000Z,,1614372165.0,1.0,1.0,229,,,,51.33675798
323,13.0,7.0,citi-bike-nyc,40.7974772,-73.9311847,Pleasant Ave & E 120 St,2021-02-26T20:50:18.630000Z,,1614372278.0,1.0,1.0,3498,,,,51.469406500000005
324,14.0,11.0,citi-bike-nyc,40.7923272,-73.9383,1 Ave & E 110 St,2021-02-26T20:50:18.642000Z,,1614371371.0,1.0,1.0,3496,,,,51.45714120000001
325,2.0,19.0,citi-bike-nyc,40.7949879,-73.9333349,Pleasant Ave & E 116 St,2021-02-26T20:50:18.644000Z,,1614372505.0,1.0,1.0,3497,,,,51.464767
326,15.0,10.0,citi-bike-nyc,40.797911,-73.9423,E 115 St & Lexington Ave,2021-02-26T20:50:18.647000Z,,1614372211.0,1.0,1.0,3494,,,,51.458725
327,5.0,47.0,citi-bike-nyc,40.7546011026,-73.971878855,E 48 St & 3 Ave,2021-02-26T20:50:18.402000Z,,1614372112.0,1.0,1.0,228,,,,51.385836247600004
328,18.0,9.0,citi-bike-nyc,40.8005385,-73.9419949,E 118 St & Park Ave,2021-02-26T20:50:18.654000Z,,1614371528.0,1.0,1.0,3492,,,,51.46165760000001
329,23.0,8.0,citi-bike-nyc,40.799139,-73.9389152,E 118 St & 3 Ave,2021-02-26T20:50:18.655000Z,,1614371561.0,1.0,1.0,3493,,,,51.463337800000005
330,19.0,4.0,citi-bike-nyc,40.79747,-73.93504,E 118 St & 1 Ave,2021-02-26T20:50:18.657000Z,,1614372325.0,1.0,1.0,3491,,,,51.465544
331,35.0,4.0,citi-bike-nyc,40.78524672,-73.97667321,Amsterdam Ave & W 82 St,2021-02-26T20:50:20.687000Z,,1614371816.0,1.0,1.0,3171,,,,51.41168751000001
332,5.0,30.0,citi-bike-nyc,40.75186951421875,-73.93349289894103,31 St & Northern Blvd,2021-02-26T20:50:18.668000Z,,1614372498.0,1.0,1.0,3654,,,,51.421490615277726
333,38.0,8.0,citi-bike-nyc,40.72307749068673,-73.98583620786667,E 2 St & Avenue A,2021-02-26T20:50:18.670000Z,,1614372463.0,1.0,1.0,3656,,,,51.34035528282006
334,16.0,11.0,citi-bike-nyc,40.75052534,-73.94594845,21 St & 43 Ave,2021-02-26T20:50:19.786000Z,,1614371391.0,1.0,1.0,3128,,,,51.407690890000005
335,18.0,20.0,citi-bike-nyc,40.75110165,-73.94073717,Queens Plaza North & Crescent St,2021-02-26T20:50:19.790000Z,,1614372563.0,1.0,1.0,3129,,,,51.41347848
336,24.0,52.0,citi-bike-nyc,40.744363287066875,-73.9558732509613,48 Ave & 5 St,2021-02-26T20:50:19.791000Z,,1614370938.0,1.0,1.0,3122,,,,51.391604036105576
337,11.0,36.0,citi-bike-nyc,40.74469738,-73.93540375,31 St & Thomson Ave,2021-02-26T20:50:19.797000Z,,1614368677.0,1.0,1.0,3123,,,,51.41240763
338,0.0,11.0,citi-bike-nyc,40.74524768,-73.94733276,Jackson Ave & 46 Rd,2021-02-26T20:50:19.798000Z,,1614371288.0,1.0,1.0,3121,,,,51.40102892000001
339,14.0,20.0,citi-bike-nyc,40.74718234,-73.9432635,44 Dr & Jackson Ave,2021-02-26T20:50:19.799000Z,,1614371556.0,1.0,1.0,3126,,,,51.40703284000001
340,14.0,28.0,citi-bike-nyc,40.74731,-73.95451,46 Ave & 5 St,2021-02-26T20:50:19.804000Z,,1614372280.0,1.0,1.0,3124,,,,51.395914000000005
341,8.0,15.0,citi-bike-nyc,40.74708586,-73.94977234,45 Rd & 11 St,2021-02-26T20:50:19.805000Z,,1614370168.0,1.0,1.0,3125,,,,51.40042752000001
342,37.0,7.0,citi-bike-nyc,40.74444921,-73.98303529,E 30 St & Park Ave S,2021-02-26T20:50:18.217000Z,,1614372300.0,1.0,1.0,546,,,,51.36452792
343,13.0,8.0,citi-bike-nyc,40.7713937,-73.9077436,Steinway St & 23 Ave,2021-02-26T20:50:18.193000Z,,1614370669.0,1.0,1.0,3528,,,,51.4667641
344,16.0,11.0,citi-bike-nyc,40.736502,-73.97809472,E 23 St & 1 Ave,2021-02-26T20:50:18.218000Z,,1614372531.0,1.0,1.0,545,,,,51.361521280000005
345,22.0,3.0,citi-bike-nyc,40.8107922,-73.9430681,Lenox Ave & W 130 St,2021-02-26T20:50:18.194000Z,,1614372004.0,1.0,1.0,3529,,,,51.4708381
346,10.0,9.0,citi-bike-nyc,40.68676793,-73.95928168,Lexington Ave & Classon Ave,2021-02-26T20:50:20.539000Z,,1614372449.0,1.0,1.0,120,,,,51.33060025
347,18.0,2.0,citi-bike-nyc,40.7961535,-73.94782145,E 110 St & Madison Ave,2021-02-26T20:50:20.540000Z,,1614371532.0,1.0,1.0,3400,,,,51.45144605
348,4.0,26.0,citi-bike-nyc,40.6705135,-73.98876585,4 Ave & 9 St,2021-02-26T20:50:20.541000Z,,1614371329.0,1.0,1.0,3403,,,,51.28486165000001
349,19.0,12.0,citi-bike-nyc,40.6902375,-73.99203074,Court St & State St,2021-02-26T20:50:20.543000Z,,1614371643.0,1.0,1.0,3402,,,,51.30132076
350,17.0,5.0,citi-bike-nyc,40.6704836,-73.98208968,5 St & 6 Ave,2021-02-26T20:50:20.544000Z,,1614372481.0,1.0,1.0,3405,,,,51.29150792
351,15.0,8.0,citi-bike-nyc,40.6704922,-73.98541675,7 St & 5 Ave,2021-02-26T20:50:20.545000Z,,1614372584.0,1.0,1.0,3404,,,,51.288189450000004
352,11.0,11.0,citi-bike-nyc,40.67909799721684,-73.98765474557877,Union St & Nevins St,2021-02-26T20:50:20.546000Z,,1614372482.0,1.0,1.0,3407,,,,51.29455725163808
353,19.0,9.0,citi-bike-nyc,40.73172428,-74.00674436,Barrow St & Hudson St,2021-02-26T20:50:20.547000Z,,1614372302.0,1.0,1.0,127,,,,51.32809392000001
354,25.0,31.0,citi-bike-nyc,40.72710258,-74.00297088,MacDougal St & Prince St,2021-02-26T20:50:18.490000Z,,1614372603.0,1.0,1.0,128,,,,51.3272457
355,18.0,9.0,citi-bike-nyc,40.6881529,-73.99520919,Congress St & Clinton St,2021-02-26T20:50:20.550000Z,,1614372582.0,1.0,1.0,3408,,,,51.29605771000001
356,35.0,3.0,citi-bike-nyc,40.71766197083994,-73.94880026578903,Frost St & Meeker Ave,2021-02-26T20:50:19.989000Z,,1614372061.0,1.0,1.0,3727,,,,51.371975705050914
357,23.0,2.0,citi-bike-nyc,40.6831164,-73.99785267,Clinton St & Union St,2021-02-26T20:50:18.342000Z,,1614371679.0,1.0,1.0,3321,,,,51.28837773000001
358,22.0,24.0,citi-bike-nyc,40.7047177,-74.00926027,Pearl St & Hanover Square,2021-02-26T20:50:18.219000Z,,1614372163.0,1.0,1.0,415,,,,51.29857143000001
359,29.0,0.0,citi-bike-nyc,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,2021-02-26T20:50:18.221000Z,,1614372438.0,1.0,1.0,416,,,,51.31799623
360,19.0,5.0,citi-bike-nyc,40.71291224,-74.01020234,Barclay St & Church St,2021-02-26T20:50:18.222000Z,,1614372543.0,1.0,1.0,417,,,,51.3058239
361,28.0,48.0,citi-bike-nyc,40.72066442,-73.98517977,Suffolk St & Stanton St,2021-02-26T20:50:18.224000Z,,1614372564.0,1.0,1.0,410,,,,51.33859865
362,30.0,1.0,citi-bike-nyc,40.72228087,-73.97668709,E 6 St & Avenue D,2021-02-26T20:50:18.225000Z,,1614372532.0,1.0,1.0,411,,,,51.348707780000005
363,11.0,17.0,citi-bike-nyc,40.7158155,-73.99422366,Forsyth St & Canal St,2021-02-26T20:50:18.226000Z,,1614372439.0,1.0,1.0,412,,,,51.32470584
364,16.0,1.0,citi-bike-nyc,40.6853761,-73.98302136,Pacific St & Nevins St,2021-02-26T20:50:20.416000Z,,1614371170.0,1.0,1.0,3412,,,,51.30546874000001
365,30.0,4.0,citi-bike-nyc,40.70224,-73.982578,Front St & Gold St,2021-02-26T20:50:18.228000Z,,1614368347.0,1.0,1.0,418,,,,51.322776000000005
366,19.0,2.0,citi-bike-nyc,40.69580705,-73.97355569,Carlton Ave & Park Ave,2021-02-26T20:50:18.229000Z,,1614370255.0,1.0,1.0,419,,,,51.325365360000006
367,11.0,22.0,citi-bike-nyc,40.711066,-74.009447,Fulton St & Broadway,2021-02-26T20:50:19.868000Z,,1614372550.0,1.0,1.0,319,,,,51.30473300000001
368,25.0,30.0,citi-bike-nyc,40.69610226,-73.96751037,Washington Ave & Park Ave,2021-02-26T20:50:20.481000Z,,1614371720.0,1.0,1.0,313,,,,51.33170589000001
369,18.0,13.0,citi-bike-nyc,40.722055,-73.989111,Allen St & Stanton St,2021-02-26T20:50:20.484000Z,,1614372602.0,1.0,1.0,312,,,,51.33605800000001
370,7.0,24.0,citi-bike-nyc,40.7172274,-73.98802084,Norfolk St & Broome St,2021-02-26T20:50:19.900000Z,,1614372596.0,1.0,1.0,311,,,,51.33232056
371,41.0,23.0,citi-bike-nyc,40.68926942,-73.98912867,State St & Smith St,2021-02-26T20:50:19.901000Z,,1614369283.0,1.0,1.0,310,,,,51.30325475000001
372,23.0,20.0,citi-bike-nyc,40.70955958,-74.00653609,Fulton St & William St,2021-02-26T20:50:19.904000Z,,1614371819.0,1.0,1.0,316,,,,51.306137490000005
373,4.0,24.0,citi-bike-nyc,40.70355377,-74.00670227,South St & Gouverneur Ln,2021-02-26T20:50:19.905000Z,,1614372575.0,1.0,1.0,315,,,,51.2999655
374,19.0,7.0,citi-bike-nyc,40.71458403535893,-74.04281705617905,Marin Light Rail,2021-02-26T20:50:18.708000Z,,1614370943.0,1.0,1.0,3276,,,,51.27488097917989
375,8.0,5.0,citi-bike-nyc,40.71435836870427,-74.06661093235016,Communipaw & Berry Lane,2021-02-26T20:50:18.711000Z,,1614339325.0,1.0,1.0,3277,,,,51.250861436354114
376,8.0,6.0,citi-bike-nyc,40.71835519823214,-74.03891444206238,Columbus Drive,2021-02-26T20:50:18.718000Z,,1614369094.0,1.0,1.0,3275,,,,51.282554756169766
377,10.0,4.0,citi-bike-nyc,40.72333158646436,-74.04595255851744,Jersey & 3rd,2021-02-26T20:50:18.720000Z,,1614369325.0,1.0,1.0,3272,,,,51.280493027946925
378,1.0,17.0,citi-bike-nyc,40.721650724879986,-74.04288411140442,Manila & 1st,2021-02-26T20:50:18.725000Z,,1614370644.0,1.0,1.0,3273,,,,51.28188061347557
379,12.0,1.0,citi-bike-nyc,40.72528910781132,-74.04557168483734,Jersey & 6th St,2021-02-26T20:50:18.727000Z,,1614369191.0,1.0,1.0,3270,,,,51.282831422973985
380,5.0,9.0,citi-bike-nyc,40.72568548362901,-74.04879033565521,Monmouth and 6th,2021-02-26T20:50:18.733000Z,,1614362202.0,1.0,1.0,3278,,,,51.2800091479738
381,15.0,3.0,citi-bike-nyc,40.721630142638354,-74.04996782541275,Dixon Mills,2021-02-26T20:50:18.740000Z,,1614370146.0,1.0,1.0,3279,,,,51.27477631722561
382,12.0,21.0,citi-bike-nyc,40.65539977447831,-74.01062786579132,39 St & 2 Ave,2021-02-26T20:50:18.745000Z,,1614367778.0,1.0,1.0,3477,,,,51.247885908686996
383,13.0,12.0,citi-bike-nyc,40.672695,-73.954131,Sterling Pl & Bedford Ave,2021-02-26T20:50:20.551000Z,,1614371647.0,1.0,1.0,3579,,,,51.321678
384,21.0,0.0,citi-bike-nyc,40.6741806,-73.9564947,Park Pl & Franklin Ave,2021-02-26T20:50:20.552000Z,,1614368736.0,1.0,1.0,3578,,,,51.32079990000001
385,20.0,19.0,citi-bike-nyc,40.742753828659026,-74.00747358798981,W 15 St & 10 Ave,2021-02-26T20:50:18.748000Z,,1614370253.0,1.0,1.0,3472,,,,51.338394240669224
386,23.0,3.0,citi-bike-nyc,40.76108,-73.930562,Crescent St & 34 Ave,2021-02-26T20:50:20.553000Z,,1614372047.0,1.0,1.0,3575,,,,51.43363200000001
387,18.0,5.0,citi-bike-nyc,40.6769694,-73.96579,Prospect Pl & Underhill Ave,2021-02-26T20:50:20.554000Z,,1614372459.0,1.0,1.0,3574,,,,51.314293400000004
388,15.0,7.0,citi-bike-nyc,40.7628138,-73.9342862,34 Ave & 21 St,2021-02-26T20:50:20.560000Z,,1614368021.0,1.0,1.0,3577,,,,51.431641600000006
389,22.0,4.0,citi-bike-nyc,40.6767,-73.969024,Park Pl & Vanderbilt Ave,2021-02-26T20:50:20.561000Z,,1614372454.0,1.0,1.0,3576,,,,51.31079
390,11.0,30.0,citi-bike-nyc,40.65708866668485,-74.00870203971863,2 Ave & 36 St,2021-02-26T20:50:18.752000Z,,1614369585.0,1.0,1.0,3478,,,,51.25150062696623
391,1.0,24.0,citi-bike-nyc,40.7580583,-73.9242751,35 St & 34 Ave,2021-02-26T20:50:20.565000Z,,1614372528.0,1.0,1.0,3573,,,,51.436897200000004
